0,160,0.6293293535709381,0.5317651374135047,84.66
1,320,0.36271826177835464,0.26874314668546817,91.6
2,480,0.2508254013955593,0.1988349608857493,94.07
3,640,0.2023592721670866,0.16234476990541027,95.09
4,800,0.12865918315947056,0.13353332551047917,96.1
5,960,0.10975189320743084,0.10695714327717307,96.86
6,1120,0.18486006930470467,0.09313344489264,97.13
7,1280,0.14002029411494732,0.08436669984233275,97.43
8,1440,0.12584638223052025,0.07272298259039225,97.83
9,1600,0.21850013360381126,0.06790836279875166,97.89
10,1760,0.08450534008443356,0.06429498317053803,98.0
11,1920,0.13195723295211792,0.06036422674464074,98.08
12,2080,0.0597058804705739,0.055791215189387074,98.11
13,2240,0.05059979669749737,0.05671425982138178,98.11
14,2400,0.09362020343542099,0.05155197145155213,98.4
15,2560,0.06815913459286094,0.049027135176361675,98.39
16,2720,0.05224150884896517,0.0485167494130834,98.47
17,2880,0.1289720255881548,0.044967528516767774,98.51
18,3040,0.09853251371532679,0.04511268956592836,98.48
19,3200,0.029709740076214075,0.04613570607164252,98.42
20,3360,0.0659081875346601,0.04115931219077457,98.59
21,3520,0.0592701556161046,0.04129523621431988,98.62
22,3680,0.07680332753807306,0.039567447083951775,98.68
23,3840,0.041203199536539614,0.037760439562514146,98.7
24,4000,0.09789254213683307,0.04059039635657352,98.6
